"communityname","population","state","medIncome","medIncomein000s","PctRecImmig5","PctNotHSGrad","PctUnemployed","PopDens","LemasSwornFT","PctFam2Par","PctPopUnderPov","PctVacMore6Mos","PctShelter","MedYrHousBuilt","new_murdPerPop","new_rapesPerPop","new_robbbPerPop","new_assaultPerPop","new_burglPerPop","new_larcPerPop","new_autoTheftPerPop","new_arsonsPerPop","calc_ViolentCrimesPerPop","calc_nonViolPerPop","totCrimesPerPop"
"Gulfportcity",11727,"FL",21397,21.397,0.75,27.71,5.79,3988.8,NA,63.41,10,27.41,0,1960,0,16.96,296.74,991.95,2289.11,6087.33,305.21,25.43,1305.65,8707.08,10012.73
"Claremontcity",13902,"NH",25532,25.532,0.39,32.44,7.32,311.1,NA,72.11,13.05,36.41,0.0431592576607682,1951,0,198.34,0,88.15,587.67,3386.47,132.23,14.69,286.49,4121.06,4407.55
"Vancouvercity",46380,"WA",21552,21.552,1.01,19.98,7.63,3167.2,NA,59.22,17.06,17.25,0.398878827080638,1961,5.69,81.59,182.16,595.83,1193.55,5512.33,683.11,75.9,865.27,7464.89,8330.16
"Plainfieldcity",46567,"NJ",38463,38.463,6.03,28.56,8.65,7442.1,126,56.66,12.22,39.48,0.00858977387420276,1948,19.99,62.19,837.31,657.41,2052.19,3573.57,941.7,35.54,1576.9,6603,8179.9
"Edgewatercity",15337,"FL",25053,25.053,0.17,28.14,4.13,2031.9,NA,75.23,10.17,36.33,0,1981,0,65.41,21.8,893.98,561.46,3472.34,130.83,10.9,981.19,4175.53,5156.72
"Sandwichtown",15489,"MA",43500,43.5,0.37,7.93,4.36,347.3,NA,85.14,4.8,19.06,0,1978,0,12.18,18.27,511.45,596.69,1412.57,170.48,0,541.9,2179.74,2721.64
"NewLondontown",28540,"CT",26336,26.336,1.64,24.65,7.97,4972.5,NA,56.98,15.15,28.7,0.105115627189909,1939,35.1,48.26,324.68,302.74,1487.36,4378.73,579.15,26.33,710.78,6471.57,7182.35
"TempleCitycity",31100,"CA",38789,38.789,6.62,16.88,4.6,7483.2,NA,77,5.56,27.38,0,1954,0,20.65,147.48,374.59,899.6,1188.65,377.54,32.44,542.72,2498.23,3040.95
"Brandoncity",11077,"MS",40633,40.633,0.17,14.33,3.52,905.6,NA,80.52,7.32,53.33,0.0361108603412476,1977,7.66,7.66,15.32,183.88,551.64,490.35,76.62,7.66,214.52,1126.27,1340.79
"Hamtramckcity",18372,"MI",16751,16.751,6.35,43.93,16.36,8412.1,NA,52.78,28.5,64.44,0,1939,30.17,26.92,772.25,1550.53,2871.79,5544.49,2696.83,66.37,2379.87,11179.48,13559.35
"Branchburgtownship",10888,"NJ",67833,67.833,0.74,10.31,3.85,518.8,NA,91.57,1.68,35.5,0.0275532696546657,1975,0,17.09,0,59.81,256.34,1256.09,59.81,76.9,76.9,1649.14,1726.04
"Durhamtown",11818,"NH",42477,42.477,2.04,2.64,7.83,509.3,NA,83.38,19.5,42.24,0,1966,0,75.37,0,33.5,368.48,1599.53,75.37,25.12,108.87,2068.5,2177.37
"EastLongmeadowtown",13367,"MA",41372,41.372,0.12,15.31,4.41,995,NA,85.89,2.98,43.65,0,1958,0,21.85,43.71,211.25,677.45,25910.55,509.91,21.85,276.81,27119.76,27396.57
"Middlesexborough",13055,"NJ",47643,47.643,0.92,21.56,3.79,3599.6,NA,83.59,2.89,29.79,0,1957,0,0,29.78,111.67,275.44,2181.2,126.55,7.44,141.45,2590.63,2732.08
"Brentwoodborough",10823,"PA",27698,27.698,0.12,18.96,4.62,7221.1,NA,78.36,5.74,38.61,0.0461979118543842,1945,0,9.48,66.39,161.23,312.97,1100.15,180.2,9.48,237.1,1602.8,1839.9
"MissouriCitycity",36176,"TX",51984,51.984,2.21,7.74,3.34,1505.1,NA,83.18,3.4,40.65,0,1978,4.33,21.66,80.13,116.94,996.19,1764.99,335.67,4.33,223.06,3101.18,3324.24
"Newarkcity",37861,"CA",50471,50.471,4.82,21.37,5.3,2617.6,NA,80.11,5.03,6.69,0.0845196904466337,1970,0,30.18,176.03,603.52,779.54,4506.25,518.02,52.81,809.73,5856.62,6666.35
"SouthCharlestoncity",13645,"WV",27366,27.366,0.15,17.43,4.83,2517.5,NA,70.64,11.48,44.94,0.0439721509710517,1953,7.43,14.87,89.2,96.63,379.1,2259.72,267.6,14.87,208.13,2921.29,3129.42
"Sunnyvalecity",117229,"CA",46403,46.403,6.98,12.91,3.96,5167.9,115,74.78,4.69,9.39,0,1967,2.5,17.47,88.2,141.45,502.56,2967.09,431.83,40.77,249.62,3942.25,4191.87
"Ocalacity",42045,"FL",21766,21.766,0.19,28.38,7.05,1406.2,119,58.65,19.88,35.88,0.0927577595433464,1974,7.4,98.08,577.38,940.1,2115.22,7766.9,460.8,46.26,1622.96,10389.18,12012.14
"Mahwahtownship",17905,"NJ",56468,56.468,2.72,10.36,3.98,666.1,NA,83.97,3.52,13.14,0.00558503211393466,1980,0,5.35,37.45,37.45,326.31,1642.24,85.59,32.1,80.25,2086.24,2166.49
"Scottsdalecity",130069,"AZ",39037,39.037,1.2,9.18,4.4,681,173,75.59,5.89,23.68,0,1977,1.9,18.38,83.02,148.3,1019.72,3398.23,609.05,14.58,251.6,5041.58,5293.18
"Pequannocktownship",12844,"NJ",54935,54.935,1.13,14.61,3.62,1760.6,NA,88.61,1.37,35.58,0,1957,0,0,7.52,105.23,450.99,1758.87,97.71,15.03,112.75,2322.6,2435.35
"Midlandcity",89443,"TX",31544,31.544,1.22,21.7,6.24,1311.3,153,77.58,14.42,35.75,0.067081828650649,1972,6.12,84.72,92.88,273.54,1149.3,3557.1,346.01,26.54,457.26,5078.95,5536.21
"Voorheestownship",24559,"NJ",51679,51.679,1.56,12.19,2.43,2043.5,NA,86.66,3.6,44.99,0,1981,7.81,23.44,132.85,105.5,691.6,3438.44,648.61,42.98,269.6,4821.63,5091.23
"Snellvillecity",12084,"GA",46875,46.875,0.66,12.2,3.1,1277.9,NA,86.67,2.83,19.59,0,1978,0,27.11,20.34,33.89,454.18,2697.94,128.8,0,81.34,3280.92,3362.26
"DelRiocity",30705,"TX",17394,17.394,2.21,47.24,13.78,2007.4,NA,76.89,38.3,48.86,0,1968,0,0,11.1,291.37,1262.59,3707.3,249.74,16.65,302.47,5236.28,5538.75
"SouthOgdencity",12105,"UT",33524,33.524,0.88,12.8,4.63,3745.4,NA,78.6,7.41,36.89,0,1965,0,22.62,37.7,113.09,1025.33,3354.95,324.19,0,173.41,4704.47,4877.88
"CedarCitycity",13443,"UT",23415,23.415,0.1,11.25,5.83,1160.5,NA,84,17.5,28.23,0.0446328944432046,1972,0,31.05,6.21,55.89,440.94,2856.79,124.21,0,93.15,3421.94,3515.09
"Augustacity",21325,"ME",25790,25.79,0.22,25.61,5.38,371.7,NA,68.16,12.78,45.95,0,1954,0,60.65,40.43,60.65,1268.57,4503.18,303.24,60.65,161.73,6135.64,6297.37
"PacificGrovecity",16117,"CA",33385,33.385,1.57,10.76,3.63,5596.2,NA,70.01,6.31,15.33,0,1954,12.05,18.07,72.27,451.7,1391.23,2258.49,174.66,36.14,554.09,3860.52,4414.61
"SanMarcoscity",28743,"TX",14816,14.816,1.12,32.16,10.05,1591.5,NA,68.47,37.13,26.82,0.0417492954806388,1975,6.33,60.12,104.42,291.11,958.77,3518.65,262.63,28.48,461.98,4768.53,5230.51
"Mansfieldcity",15607,"TX",38108,38.108,0.73,18.02,5.24,389.2,NA,84.89,7.31,40.05,0,1981,5.11,10.23,56.26,588.18,808.1,2189.03,143.21,5.11,659.78,3145.45,3805.23
"Newtowntown",20779,"CT",60830,60.83,0.76,11.43,4.61,347.3,NA,90.37,2.5,41.67,0,1964,9.48,0,9.48,9.48,611.58,1114.11,118.52,14.22,28.44,1858.43,1886.87
"Waxahachiecity",18168,"TX",24244,24.244,0.62,29.57,7.35,562.6,NA,72.78,18.55,38.88,0,1963,20.03,25.04,130.21,485.78,1827.92,6004.61,405.65,30.05,661.06,8268.23,8929.29
"LakeStationcity",13899,"IN",28642,28.642,0.13,37.09,7.58,1617.7,NA,73.78,11.73,54.17,0,1956,0,62.91,125.82,503.29,999.58,3760.66,866.77,20.97,692.02,5647.98,6340
"RohnertParkcity",36326,"CA",36097,36.097,2.21,12.46,5.31,5470.8,NA,74.62,8.54,12.85,0.0330341903870506,1978,2.58,30.97,41.3,882.79,1954,2472.83,340.72,43.88,957.64,4811.43,5769.07
"Bartlettvillage",19373,"IL",51524,51.524,0.44,9.84,3.57,1335,NA,88.88,2.58,18.71,0,1977,8.34,26.92,12.51,133.48,371.25,1918.83,50.06,12.51,181.25,2352.65,2533.9
"Auburncity",33102,"WA",30007,30.007,0.86,18.02,4.92,1622,NA,64.76,10.79,15.48,0.0211467585040179,1971,2.7,64.72,88.99,291.23,800.88,4808,560.89,56.63,447.64,6226.4,6674.04
"Lewisvillecity",46521,"TX",36006,36.006,0.87,15.27,3.72,1246.5,NA,80.41,6.03,24.4,0,1982,1.92,61.41,95.96,134.34,1068.97,4212.57,583.43,38.38,293.63,5903.35,6196.98
"Springfieldcity",44683,"OR",21932,21.932,0.71,22.27,7.94,3210,NA,66.12,16.47,17.21,0.111899380077434,1969,4.11,41.11,104.83,365.89,1282.68,5354.79,337.12,57.56,515.94,7032.15,7548.09
"Georgetowncity",14842,"TX",25953,25.953,1.33,26.71,5.26,1065,NA,75.85,17.94,40.14,0,1977,0,22.31,27.89,228.68,686.04,3039.77,139.44,27.89,278.88,3893.14,4172.02
"GardenCitycity",31846,"MI",38717,38.717,0.31,24.96,5.9,5244.7,NA,80.38,4.27,31.68,0,1956,0,26.92,70.51,169.86,576.87,2961.25,272.41,28.84,267.29,3839.37,4106.66
"Betheltown",17541,"CT",53761,53.761,1.1,13.56,5.14,1008.2,NA,85.26,2.65,28.12,0,1969,0,0,16.85,78.63,258.34,848.03,44.93,22.46,95.48,1173.76,1269.24
"Decaturcity",48761,"AL",30005,30.005,0.07,25.96,5.68,996.4,NA,73.46,12.7,32.07,0.0184573737208015,1969,15.13,51.05,162.61,293.08,1370.85,5462.59,495.4,17.02,521.87,7345.86,7867.73
"NewBerncity",17363,"NC",19894,19.894,0.4,30.14,5.41,1639.9,NA,54.06,23.2,39.34,0,1964,5.43,86.91,434.57,1683.96,3666.68,8593.62,597.53,65.19,2210.87,12923.02,15133.89
"Huntsvillecity",159789,"AL",32295,32.295,1.01,17.99,5.51,938.2,282,72.62,11.63,21.74,0.185244290908636,1968,11.14,50.74,198,1083.43,1590.8,6188.71,587.81,37.74,1343.31,8405.06,9748.37
"Waterloocity",66467,"IA",23578,23.578,0.07,22.09,7.22,1059.3,115,67.88,16.9,50.2,0.0135405539591075,1955,13.46,74.8,185.51,387.48,1668.09,4138.05,312.67,21.08,661.25,6139.89,6801.14
"Murraycity",14439,"KY",16961,16.961,1,24.76,6.93,1886,NA,71.04,19.63,28.88,0,1965,0,41.65,20.82,270.72,527.56,2221.3,194.36,6.94,333.19,2950.16,3283.35
"Melbournecity",59646,"FL",25893,25.893,1.67,20.82,6.39,2006.1,NA,68.55,12.84,29.68,0.125741877074741,1974,13.03,40.54,333.03,1074.4,1830.24,5557.33,560.37,49.23,1461,7997.17,9458.17
"Maumeecity",15561,"OH",36901,36.901,0.53,10.81,4.63,1780.8,NA,81.8,3.73,30.22,0,1959,0,0,106.99,232.85,465.7,3580.87,232.85,6.29,339.84,4285.71,4625.55
"Watsonvillecity",31099,"CA",27980,27.98,10.19,46.41,10.99,5071.6,NA,70.95,15.3,40.89,0.398726647159073,1971,3.1,37.21,396.87,1075.9,1237.13,5360.91,617.02,40.31,1513.08,7255.37,8768.45
"FondduLaccity",37757,"WI",26826,26.826,0.16,21.78,5.06,2855.3,NA,76.36,9.57,39.52,0.0132425775352915,1953,0,25.22,27.74,345.46,585.02,5804.78,229.47,47.91,398.42,6667.18,7065.6
"WestBloomfieldtownship",54516,"MI",68654,68.654,2.69,7.46,3.49,1926.1,NA,89.88,1.81,36.02,0,1975,0,26.92,17.85,110.68,365.95,1603.06,46.41,21.42,155.45,2036.84,2192.29
"Tenaflyborough",13326,"NJ",68742,68.742,7.01,8.76,2.69,2789.5,NA,88.84,3.29,44.25,0,1947,0,0,22.46,22.46,651.34,1063.11,119.79,14.97,44.92,1849.21,1894.13
"Bloomfieldtown",19483,"CT",47853,47.853,1.81,18.6,4.72,722.9,NA,74.91,4.13,50.76,0,1963,0,20.51,117.92,307.61,897.21,2696.74,497.31,10.25,446.04,4101.51,4547.55
"Bogalusacity",14280,"LA",13863,13.863,0,38.45,14.82,1456,NA,54.32,36.8,64.38,0,1956,13.33,86.62,246.54,712.95,2165.51,5563.7,279.85,39.98,1059.44,8049.04,9108.48
"LiveOakcity",10023,"TX",35856,35.856,0.71,7.89,4.38,2064,NA,81.27,5.79,47.7,0,1977,0,17.92,35.83,206.04,501.66,3108.48,268.74,0,259.79,3878.88,4138.67
"ColoradoSpringsdivision",286215,"CO",28539,28.539,0.88,12.38,6.73,2032,NA,74.43,11.05,35.47,0.0953828415701483,1973,6.24,87.05,127.78,289.71,1197.29,4398.6,334.06,35.8,510.78,5965.75,6476.53
"Keansburgborough",11069,"NJ",31769,31.769,0.25,36.55,11.03,9947,NA,70.69,9.38,58.23,1.10217725178426,1952,16.94,8.47,16.94,593.07,415.15,1389.48,93.2,16.94,635.42,1914.77,2550.19
"CollegeStationcity",52456,"TX",14481,14.481,4.89,6.23,5.98,1719.2,NA,80.01,37.98,46.72,0,1977,0,32.56,42.84,143.96,694.08,2779.73,214.22,1.71,219.36,3689.74,3909.1
"Westwoodtown",12557,"MA",58559,58.559,0.57,7.55,5.03,1104.7,NA,91.02,2.28,48.6,0,1956,0,15.46,7.73,46.39,394.31,889.13,185.56,0,69.58,1469,1538.58
"Plymouthtownship",23648,"MI",53768,53.768,0.4,10.92,3.91,1433.9,NA,90.06,1.44,19.19,0,1971,4.12,26.92,12.35,37.04,209.9,1461.09,209.9,4.12,80.43,1885.01,1965.44
"Havelockcity",20268,"NC",24553,24.553,0.82,9.36,5.41,1316.1,NA,86.53,10.55,41.38,0,1969,0,4.65,51.18,200.06,702.52,1660.93,116.31,13.96,255.89,2493.72,2749.61
"Borgercity",15675,"TX",26111,26.111,1.28,30.94,7.4,1748.7,NA,80.37,15.02,61.16,0,1956,0,19.74,32.9,190.83,598.8,2658.42,125.02,13.16,243.47,3395.4,3638.87
"Chaskacity",11339,"MN",34235,34.235,0.28,12.45,4.02,799.1,NA,76.85,6.86,26.89,0,1976,0,26.92,14.68,95.44,425.81,2731.08,80.76,7.34,137.04,3244.99,3382.03
"Dunmoreborough",15403,"PA",25927,25.927,0.15,25.96,4.21,1700.3,NA,78.59,10.84,49.52,0,1939,0,26.91,40.37,80.74,201.84,2011.71,134.56,6.73,148.02,2354.84,2502.86
"Ecorsecity",12180,"MI",18956,18.956,0.13,43.45,15.73,4356.2,NA,49.18,26.86,50.35,0,1949,8.62,26.92,310.29,922.25,1361.83,1723.84,732.63,215.48,1268.08,4033.78,5301.86
"Dubuquecity",57546,"IA",27027,27.027,0.48,21.58,5.01,2409,NA,79.61,10.9,42.23,0.137281479164494,1952,0,72.45,23.59,207.23,887.88,3160.64,232.5,74.13,303.27,4355.15,4658.42
"Woburncity",35943,"MA",42679,42.679,0.92,13.63,5.7,2735.6,NA,77.78,5.1,30.32,0,1956,0,16.41,43.75,185.93,735.54,3002.3,866.78,30.08,246.09,4634.7,4880.79
"Cerescity",26314,"CA",30876,30.876,2.38,32.86,10.04,4562.1,NA,76.84,15.5,17,0.0152010336702896,1978,0,29.92,116.34,465.38,1512.48,4331.35,977.3,46.54,611.64,6867.67,7479.31
"CorpusChristicity",257453,"TX",25773,25.773,0.62,29.13,8.27,1841.2,367,72.16,20,39.87,0.0415609839465844,1968,12.12,69.14,181.39,530.28,1639.32,6742.22,595.86,76.26,792.93,9053.66,9846.59
"Winnetkavillage",12174,"IL",118456,118.456,1.55,1.46,1.55,3074.2,NA,91.83,1.5,40.72,0,1939,0,26.92,23.84,23.84,731.15,1700.71,55.63,0,74.6,2487.49,2562.09
"Waterfordtown",17930,"CT",44167,44.167,0.17,18.15,4.4,528.4,NA,82.49,3.36,55.11,0.122699386503067,1957,5.6,22.41,72.83,235.29,521.01,3927.17,235.29,28.01,336.13,4711.48,5047.61
"Petalumacity",43184,"CA",40926,40.926,1.5,13.63,3.86,3386.4,NA,78.07,4.16,23.76,0.157465728047425,1971,4.33,60.62,60.62,391.89,881.2,2372.96,287.96,28.15,517.46,3570.27,4087.73
"Westerlytown",21605,"RI",34844,34.844,0.27,24.37,7.34,693,NA,78.4,6.56,65.92,0.055542698449433,1962,9.29,0,9.29,46.45,390.15,993.96,78.96,4.64,65.03,1467.71,1532.74
"OceanCitycity",15512,"NJ",32018,32.018,0.88,13.72,4.64,2164.1,NA,66.51,6.59,70.51,0,1965,0,26.49,92.72,172.2,2715.41,7444.2,225.18,19.87,291.41,10404.66,10696.07
"Emmausborough",11157,"PA",33410,33.41,0.73,23.81,4.85,3726.5,NA,81.78,4.23,27.55,0,1954,0,24.66,24.66,90.42,369.88,2391.91,115.07,8.22,139.74,2885.08,3024.82
"Anokacity",17192,"MN",31289,31.289,0.26,17.45,5.6,2510.4,NA,70.9,8.48,24.94,0.12214983713355,1969,0,26.92,35.62,124.68,985.57,3776.05,314.67,65.31,187.22,5141.6,5328.82
"Gainesvillecity",84770,"FL",21077,21.077,3.48,15.16,6.59,2347.4,192,64.19,26.33,33.01,0.0412881915772089,1969,4.49,93.11,412.81,1063.42,2594.62,6951.52,879.46,26.92,1573.83,10452.52,12026.35
"Plantationcity",66692,"FL",41832,41.832,2.56,12.34,3.91,2959.4,132,80.7,3.54,24.54,0,1978,5.27,15.81,231.92,249.05,1332.21,6178.76,1104.24,15.81,502.05,8631.02,9133.07
"BaldwinParkcity",69330,"CA",32684,32.684,12.18,49.5,8.45,10147.8,NA,73.13,15.69,16.46,0,1964,10.94,19.14,268.02,306.31,1564.38,396.56,1016.03,21.88,604.41,2998.85,3603.26
"Elkhartcity",43627,"IN",25291,25.291,0.65,28.27,5.01,2457,NA,63.78,12.5,24.82,0.132945194489651,1955,6.63,128.21,269.69,95.05,1744.15,6883.75,389.06,84,499.58,9100.96,9600.54
"Riversidecity",226505,"CA",34801,34.801,4.31,22.23,6.91,2814.4,954,73,11.94,18.88,0.0768194962583608,1969,13.59,53.94,529.94,1039.29,2048.51,3967.32,1466.69,139.18,1636.76,7621.7,9258.46
"Naugatucktown",30625,"CT",39902,39.902,1.59,21.84,5.21,1803.3,NA,81.87,4.22,44.17,0.0293877551020408,1963,0,19.37,6.46,54.9,455.31,1847.07,342.29,32.29,80.73,2676.96,2757.69
"Pembertontownship",31342,"NJ",35460,35.46,0.74,23.51,5.5,489.9,NA,75.51,7.05,40.08,0.0414778890945058,1968,0,68.57,62.34,246.24,1006.8,1524.22,208.84,62.34,377.15,2802.2,3179.35
"LittleFallstownship",11294,"NJ",44970,44.97,1.03,17.56,3.97,3962.3,NA,83.71,2.83,31.08,0,1956,0,16.86,101.18,202.36,590.22,3119.73,741.99,8.43,320.4,4460.37,4780.77
"Faribaultcity",17085,"MN",24604,24.604,0.2,26.2,4.26,1425.5,NA,73.18,8.42,37.61,0,1956,0,26.92,44.3,94.14,985.71,4247.42,415.33,55.38,165.36,5703.84,5869.2
"Loraincity",71245,"OH",24123,24.123,0.12,32.49,9.32,2859,NA,63.63,19.85,44.87,0.0280721454137132,1956,2.81,71.6,117.93,113.71,1007.99,1475.48,259.72,11.23,306.05,2754.42,3060.47
"Mansfieldcity",50627,"OH",22591,22.591,0.27,30.3,8.76,1749.7,NA,64.22,17.83,44.86,0.0592569182452051,1953,5.62,93.59,239.58,2154.38,2367.76,4890.88,393.07,29.95,2493.17,7681.66,10174.83
"Hurontownship",10447,"MI",41806,41.806,0,25.13,6.95,283.4,NA,84.57,4.48,41.53,0,1969,0,26.92,9.32,242.24,847.85,1760.92,409.95,27.95,278.48,3046.67,3325.15
"WestNewYorktown",38125,"NJ",26361,26.361,12.18,50.1,8.59,36199.2,100,64.55,16.4,32.51,0,1946,2.72,8.16,304.79,253.08,1630.07,2585.25,990.56,78.92,568.75,5284.8,5853.55
"Fayettevillecity",75695,"NC",24354,24.354,0.68,20.87,7.33,1799.7,220,62.94,18.75,32.71,0.134751304577581,1969,35.09,107.62,682,1264.56,2422.68,6650.37,756.87,69.02,2089.27,9898.94,11988.21
"ElmwoodParkborough",17623,"NJ",38248,38.248,3.55,32.3,5.05,6408.4,NA,80.55,3.11,30.05,0,1950,0,11.17,78.2,33.51,458.02,3636.26,446.85,11.17,122.88,4552.3,4675.18
"Stroudtownship",10600,"PA",39690,39.69,0.92,18.67,4.77,327.8,NA,84.17,3.86,24.04,0,1969,0,18.55,46.39,129.88,417.48,4722.14,278.32,27.83,194.82,5445.77,5640.59
"Warsawcity",10968,"IN",29978,29.978,0.77,23.7,3.47,1122.4,NA,76.22,8.77,26.46,0.191466083150985,1956,0,22.99,7.66,0,674.43,4222.87,268.24,15.33,30.65,5180.87,5211.52
"MountVernoncity",17647,"WA",27022,27.022,1.3,18.19,5.91,2020,NA,70.26,13.21,23.05,0.328667762225874,1972,14.27,71.36,85.63,42.82,951.47,6298.76,447.19,61.85,214.08,7759.27,7973.35
"SiouxFallscity",99405,"SD",27123,27.123,0.46,16.75,3,2213.7,134,76.25,8.61,26.13,0.107640460741411,1965,1.81,93.31,39.86,295.33,665.85,3143.54,176.65,26.27,430.31,4012.31,4442.62
"Greenevilletown",13532,"TN",20066,20.066,0.03,38,9.06,1186.2,NA,66.51,16.56,38.36,0.0147797812592374,1963,0,42.02,42.02,329.15,1911.9,3123.47,406.19,7,413.19,5448.56,5861.75
"Chesapeakecity",151976,"VA",35737,35.737,0.27,22.89,4.23,430.6,261,76.7,8.97,32.14,0.00328999315681423,1975,7.13,33.44,179.28,211.08,883.8,2718.28,268.65,52.08,430.93,3922.81,4353.74
"HighPointcity",69496,"NC",25035,25.035,0.33,31.81,5.27,1559.7,NA,63.08,12.74,28.37,0.149648900656153,1965,16.33,53.07,396,805.62,2803.33,5054.16,511.68,65.32,1271.02,8434.49,9705.51
"Alamogordocity",27596,"NM",24579,24.579,0.74,18.01,7.64,1557,NA,76.3,13.52,39.08,0,1969,6.63,23.19,29.82,424.08,974.06,3207.1,142.46,23.19,483.72,4346.81,4830.53
"RockyHilltown",16554,"CT",48125,48.125,0.75,14.72,2.38,1187.3,NA,85.33,2.94,21.32,0.0483266884136765,1972,0,6.03,36.21,54.31,476.74,2468.17,380.18,0,96.55,3325.09,3421.64
"Millingtoncity",17866,"TN",23815,23.815,0.36,13.48,3.28,1626,NA,83.18,11.19,14.34,0,1965,11.53,34.59,115.29,409.29,1689.05,2588.34,484.23,5.76,570.7,4767.38,5338.08
"Sacocity",15181,"ME",32655,32.655,0.32,19.37,5.98,380.7,NA,78.41,6.07,71.34,0,1958,0,12.99,19.48,32.47,610.47,3234.19,129.89,12.99,64.94,3987.54,4052.48
"SevenHillscity",12339,"OH",42240,42.24,0.24,21.79,4.43,2394.1,NA,90.21,1.93,46.81,0,1965,0,8.27,16.54,33.07,165.37,711.1,99.22,8.27,57.88,983.96,1041.84
"Charlestoncity",57287,"WV",23584,23.584,0.31,22.75,7.34,1876.5,158,63.92,18.77,48.81,0.272313090229895,1951,28.47,90.74,515.98,733.04,2300.55,7522.6,807.77,149.46,1368.23,10780.38,12148.61
"Westontown",10200,"MA",95134,95.134,0.81,3.42,3.62,578.6,NA,90.1,3.6,53.16,0,1956,0,9.46,0,113.5,368.86,756.64,9.46,0,122.96,1134.96,1257.92
"Nilestownship",12828,"MI",28745,28.745,0.1,22.88,7.56,328.5,NA,76.44,7.62,34.85,0,1959,0,26.92,7.59,83.46,386.95,1691.96,106.22,37.94,117.97,2223.07,2341.04
"Delawarecity",20030,"OH",28975,28.975,0.72,20.57,4.32,1852,NA,74.93,9.8,26.58,0,1965,4.56,109.32,72.88,77.44,920.15,3275.18,223.2,54.66,264.2,4473.19,4737.39
"Staffordtownship",13325,"NJ",31689,31.689,0.23,27.82,6.23,270.3,NA,79.43,7.72,45.77,0,1974,7.29,43.73,7.29,174.91,794.4,2084.4,72.88,21.86,233.22,2973.54,3206.76
"Erlangercity",15979,"KY",33502,33.502,0.26,17.79,2.84,1858,NA,78.31,5.38,19.68,0,1968,0,25.15,31.44,534.46,402.41,2647.13,88.03,0,591.05,3137.57,3728.62
"Natchezcity",19460,"MS",16769,16.769,0.04,31.12,12.38,1422.1,NA,53.27,31.79,53.2,0,1957,10.27,76.99,184.79,277.18,1452.62,5769.43,102.66,41.06,549.23,7365.77,7915
"NorthReadingtown",12002,"MA",52707,52.707,0.18,13.22,5.44,873.9,NA,87.5,2.09,24.32,0,1961,0,0,0,64.3,305.44,1093.16,176.83,16.08,64.3,1591.51,1655.81
"Westminstercity",78118,"CA",41364,41.364,9.51,24.87,5.72,7508.5,NA,76.86,11.44,13.16,0,1967,12.48,13.72,252.02,218.34,1507.14,3186.45,1203.96,12.48,496.56,5910.03,6406.59
"Vernoncity",12001,"TX",20396,20.396,0.28,39.1,5.61,1436.2,NA,75.83,19.59,59.25,0,1957,16.73,142.21,100.38,2191.73,2191.73,2459.43,83.65,75.29,2451.05,4810.1,7261.15
"Edmondscity",30744,"WA",40515,40.515,1.12,9.76,3.28,4064.5,NA,77.57,4.66,20.5,0.0325266718709342,1968,3.24,19.46,87.55,84.31,804.15,2762.65,262.65,12.97,194.56,3842.42,4036.98
"Steubenvillecity",22125,"OH",17631,17.631,0.31,30.84,11.56,2634.1,NA,61.83,24.28,65.88,0.0949152542372881,1948,9.08,27.24,195.25,1680.06,858.19,2356.63,304.23,21.08,1911.63,3540.13,5451.76
"Florencecity",29813,"SC",24906,24.906,0.35,30.88,6.17,1951.1,NA,56.8,21.83,44.69,0.0603763458893771,1965,3.08,61.6,554.43,1059.57,1937.41,6492.95,539.03,18.48,1678.68,8987.87,10666.55
"Chinocity",59682,"CA",41958,41.958,3.28,25.79,5.53,3379.5,NA,79.91,7.36,10.98,0,1976,12.29,27.65,195.07,715.76,1225.69,2969,1052.13,73.73,950.77,5320.55,6271.32
"Ogdensburgcity",13521,"NY",23394,23.394,0.45,32.03,9.22,2575.8,NA,68.6,13.97,51.44,0,1939,0,0,0,7.6,615.97,3984.79,91.25,21.08,7.6,4713.09,4720.69
"Portsmouthcity",103907,"VA",24601,24.601,0.22,33.36,7.33,3026.2,207,59.44,17.74,39.16,0.00288719720519311,1958,31.58,53.59,713.84,509.07,1645.85,4792.12,1198.03,121.53,1308.08,7757.53,9065.61
"Ludlowtown",18820,"MA",36247,36.247,0.95,33.26,4.75,669.1,NA,84.69,4,53.42,0,1960,0,20.69,20.69,289.72,698.43,1500.34,294.89,118.99,331.1,2612.65,2943.75
"Hallandalecity",30996,"FL",20841,20.841,3.26,32.08,7.32,7115.7,NA,54.54,15.96,40.79,0,1971,9.86,46,574.96,1307.62,2151.99,3719.16,933.07,9.86,1938.44,6814.08,8752.52
"Goodlettsvillecity",11219,"TN",35483,35.483,0.29,21.3,2.2,793,NA,79.82,4.85,14.44,0,1974,0,0,214.79,413.05,1049.15,8880.63,760.02,8.26,627.84,10698.06,11325.9
"Montgomerycity",187106,"AL",26311,26.311,0.34,24.25,7,1338,143,63.65,18.08,31.51,0.0582557480786292,1967,19.79,44.15,285.21,511.05,1805.67,2965.3,616.1,35.52,860.2,5422.59,6282.79
"Randolphtownship",19974,"NJ",64403,64.403,1.68,8.77,3.32,919.5,NA,89.03,2.64,26.92,0,1971,0,0,14.5,29,256.15,1493.4,72.5,0,43.5,1822.05,1865.55
